Site number,Site type,Transect,Species,Dead,Start,Stop,Difference,,Site number,Site type,Transect,Species,Dead,Live,Total,% cover dead,% cover live,% cover total
5,I,60,ARTRIW,X,2890,2940,50,,,,,,,,,,,
5,I,60,ARTRIW,X,3000,3015,15,,,,,,,,,,,
5,I,60,ARTRIW,X,3160,3270,110,,,,,,,,,,,
5,I,60,ARTRIW,X,3875,3910,35,,,,,,,,,,,
5,I,60,ARTRIW,X,4050,4075,25,,,,,,,,,,,
5,I,60,ARTRIW,X,4100,4110,10,,,,,,,,,,,
5,I,60,ARTRIW,X,4260,4320,60,,,,,,,,,,,
5,I,60,ARTRIW,,615,645,30,,,,,,,,,,,
5,I,60,ARTRIW,,760,780,20,,,,,,,,,,,
5,I,60,ARTRIW,,805,840,35,,,,,,,,,,,
5,I,60,ARTRIW,,1000,1080,80,,,,,,,,,,,
5,I,60,ARTRIW,,1600,1620,20,,,,,,,,,,,
5,I,60,ARTRIW,,2190,2210,20,,,,,,,,,,,
5,I,60,ARTRIW,,2355,2360,5,,,,,,,,,,,
5,I,60,ARTRIW,,2510,2585,75,,,,,,,,,,,
5,I,60,ARTRIW,,2645,2735,90,,,,,,,,,,,
5,I,60,ARTRIW,,2855,2890,35,,,,,,,,,,,
5,I,60,ARTRIW,,3500,3510,10,,,,,,,,,,,
5,I,60,ARTRIW,,3900,3930,30,,,,,,,,,,,
5,I,60,ARTRIW,,4075,4100,25,,,,,,,,,,,
5,I,60,ARTRIW,,4320,4380,60,,,,,,,,,,,
5,I,60,ARTRIW,,4405,4415,10,,,,,,,,,,,
5,I,60,ARTRIW,,4880,4970,90,,,,,,,,,,,
5,I,80,ARTRIW,X,420,455,35,,,,,,,,,,,
5,I,80,ARTRIW,X,645,670,25,,,,,,,,,,,
5,I,80,ARTRIW,X,1070,1075,5,,,,,,,,,,,
5,I,80,ARTRIW,X,1100,1115,15,,,,,,,,,,,
5,I,80,ARTRIW,X,2180,2230,50,,,,,,,,,,,
5,I,80,ARTRIW,X,2600,2640,40,,,,,,,,,,,
5,I,80,ARTRIW,X,3145,3175,30,,,,,,,,,,,
5,I,80,ARTRIW,X,3190,3200,10,,,,,,,,,,,
5,I,80,ARTRIW,X,3225,3255,30,,,,,,,,,,,
5,I,80,ARTRIW,X,3730,3755,25,,,,,,,,,,,
5,I,80,ARTRIW,X,3810,3835,25,,,,,,,,,,,
5,I,80,ARTRIW,X,4025,4045,20,,,,,,,,,,,
5,I,80,ARTRIW,X,4360,4400,40,,,,,,,,,,,
5,I,80,ARTRIW,X,4870,4880,10,,,,,,,,,,,
5,I,80,ARTRIW,,100,160,60,,,,,,,,,,,
5,I,80,ARTRIW,,255,290,35,,,,,,,,,,,
5,I,80,ARTRIW,,670,685,15,,,,,,,,,,,
5,I,80,ARTRIW,,800,810,10,,,,,,,,,,,
5,I,80,ARTRIW,,1045,1065,20,,,,,,,,,,,
5,I,80,ARTRIW,,1115,1150,35,,,,,,,,,,,
5,I,80,ARTRIW,,3175,3190,15,,,,,,,,,,,
5,I,80,ARTRIW,,3200,3225,25,,,,,,,,,,,
5,I,80,ARTRIW,,4400,4415,15,,,,,,,,,,,
5,I,80,ARTRIW,,4825,4870,45,,,,,,,,,,,
5,I,80,ARTRIW,,4885,4895,10,,,,,,,,,,,
5,I,100,ARTRIW,X,280,375,95,,,,,,,,,,,
5,I,100,ARTRIW,X,405,435,30,,,,,,,,,,,
5,I,100,ARTRIW,X,665,670,5,,,,,,,,,,,
5,I,100,ARTRIW,X,890,900,10,,,,,,,,,,,
5,I,100,ARTRIW,X,955,965,10,,,,,,,,,,,
5,I,100,ARTRIW,X,1970,1990,20,,,,,,,,,,,
5,I,100,ARTRIW,X,2475,2490,15,,,,,,,,,,,
5,I,100,ARTRIW,X,2855,2870,15,,,,,,,,,,,
5,I,100,ARTRIW,X,3405,3425,20,,,,,,,,,,,
5,I,100,ARTRIW,X,3720,3775,55,,,,,,,,,,,
5,I,100,ARTRIW,X,4640,4680,40,,,,,,,,,,,
5,I,100,ARTRIW,X,4910,4925,15,,,,,,,,,,,
5,I,100,ARTRIW,,135,200,65,,,,,,,,,,,
5,I,100,ARTRIW,,645,665,20,,,,,,,,,,,
5,I,100,ARTRIW,,1785,1875,90,,,,,,,,,,,
5,I,100,ARTRIW,,2675,2700,25,,,,,,,,,,,
5,I,100,ARTRIW,,2810,2825,15,,,,,,,,,,,
5,I,100,ARTRIW,,2945,3005,60,,,,,,,,,,,
5,I,100,ARTRIW,,3100,3170,70,,,,,,,,,,,
5,I,100,ARTRIW,,3390,3405,15,,,,,,,,,,,
5,I,100,ARTRIW,,3425,3450,25,,,,,,,,,,,
5,I,100,ARTRIW,,3790,3825,35,,,,,,,,,,,
5,I,100,ARTRIW,,4025,4060,35,,,,,,,,,,,
5,I,100,ARTRIW,,4805,4910,105,,,,,,,,,,,
6,I,0,ARTRIW,X,305,325,20,,,,,,,,,,,
6,I,0,ARTRIW,X,340,380,40,,,,,,,,,,,
6,I,0,ARTRIW,X,710,740,30,,,,,,,,,,,
6,I,0,ARTRIW,X,860,895,35,,,,,,,,,,,
6,I,0,ARTRIW,X,910,950,40,,,,,,,,,,,
6,I,0,ARTRIW,X,1275,1350,75,,,,,,,,,,,
6,I,0,ARTRIW,X,1375,1390,15,,,,,,,,,,,
6,I,0,ARTRIW,X,1485,1550,65,,,,,,,,,,,
6,I,0,ARTRIW,X,1585,1625,40,,,,,,,,,,,
6,I,0,ARTRIW,X,1800,1940,140,,,,,,,,,,,
6,I,0,ARTRIW,X,2160,2210,50,,,,,,,,,,,
6,I,0,ARTRIW,X,2435,2455,20,,,,,,,,,,,
6,I,0,ARTRIW,X,2690,2710,20,,,,,,,,,,,
6,I,0,ARTRIW,X,3170,3200,30,,,,,,,,,,,
6,I,0,ARTRIW,X,3300,3320,20,,,,,,,,,,,
6,I,0,ARTRIW,X,4150,4160,10,,,,,,,,,,,
6,I,0,ARTRIW,X,4260,4290,30,,,,,,,,,,,
6,I,0,ARTRIW,X,4475,4525,50,,,,,,,,,,,
6,I,0,ARTRIW,X,4635,4665,30,,,,,,,,,,,
6,I,0,ARTRIW,,750,770,20,,,,,,,,,,,
6,I,0,ARTRIW,,1550,1585,35,,,,,,,,,,,
6,I,0,ARTRIW,,1625,1710,85,,,,,,,,,,,
6,I,0,ARTRIW,,1720,1765,45,,,,,,,,,,,
6,I,0,ARTRIW,,2570,2665,95,,,,,,,,,,,
6,I,0,ARTRIW,,2780,2810,30,,,,,,,,,,,
6,I,0,ARTRIW,,3100,3105,5,,,,,,,,,,,
6,I,0,ARTRIW,,3265,3275,10,,,,,,,,,,,
6,I,0,ARTRIW,,4235,4260,25,,,,,,,,,,,
6,I,0,ARTRIW,,4290,4315,25,,,,,,,,,,,
6,I,0,ARTRIW,,4665,4760,95,,,,,,,,,,,
6,I,0,ARTRIW,,4840,4885,45,,,,,,,,,,,
6,I,0,CHRVIS,,2100,2150,50,,,,,,,,,,,
6,I,0,CHRVIS,,3015,3050,35,,,,,,,,,,,
6,I,0,CHRVIS,,4800,4860,60,,,,,,,,,,,
6,I,0,CHRVIS,,4890,4910,20,,,,,,,,,,,
6,I,20,ARTRIW,X,50,70,20,,,,,,,,,,,
6,I,20,ARTRIW,X,460,505,45,,,,,,,,,,,
6,I,20,ARTRIW,X,560,610,50,,,,,,,,,,,
6,I,20,ARTRIW,X,640,650,10,,,,,,,,,,,
6,I,20,ARTRIW,X,670,680,10,,,,,,,,,,,
6,I,20,ARTRIW,X,1145,1170,25,,,,,,,,,,,
6,I,20,ARTRIW,X,1235,1280,45,,,,,,,,,,,
6,I,20,ARTRIW,X,2070,2110,40,,,,,,,,,,,
6,I,20,ARTRIW,X,2560,2605,45,,,,,,,,,,,
6,I,20,ARTRIW,X,3120,3215,95,,,,,,,,,,,
6,I,20,ARTRIW,X,3350,3405,55,,,,,,,,,,,
6,I,20,ARTRIW,X,3600,3680,80,,,,,,,,,,,
6,I,20,ARTRIW,X,3690,3700,10,,,,,,,,,,,
6,I,20,ARTRIW,X,4400,4440,40,,,,,,,,,,,
6,I,20,ARTRIW,X,4470,4475,5,,,,,,,,,,,
6,I,20,ARTRIW,X,4540,4605,65,,,,,,,,,,,
6,I,20,ARTRIW,X,4940,4960,20,,,,,,,,,,,
6,I,20,ARTRIW,,70,90,20,,,,,,,,,,,
6,I,20,ARTRIW,,350,370,20,,,,,,,,,,,
6,I,20,ARTRIW,,385,460,75,,,,,,,,,,,
6,I,20,ARTRIW,,535,560,25,,,,,,,,,,,
6,I,20,ARTRIW,,1055,1090,35,,,,,,,,,,,
6,I,20,ARTRIW,,1170,1215,45,,,,,,,,,,,
6,I,20,ARTRIW,,1470,1495,25,,,,,,,,,,,
6,I,20,ARTRIW,,1510,1535,25,,,,,,,,,,,
6,I,20,ARTRIW,,2635,2730,95,,,,,,,,,,,
6,I,20,ARTRIW,,3265,3280,15,,,,,,,,,,,
6,I,20,ARTRIW,,3330,3345,15,,,,,,,,,,,
6,I,20,ARTRIW,,3420,3575,155,,,,,,,,,,,
6,I,20,ARTRIW,,3680,3690,10,,,,,,,,,,,
6,I,20,ARTRIW,,4220,4340,120,,,,,,,,,,,
6,I,20,ARTRIW,,4345,4350,5,,,,,,,,,,,
6,I,20,ARTRIW,,4360,4380,20,,,,,,,,,,,
6,I,20,ARTRIW,,4720,4790,70,,,,,,,,,,,
6,I,40,ARTRIW,X,80,90,10,,,,,,,,,,,
6,I,40,ARTRIW,X,525,540,15,,,,,,,,,,,
6,I,40,ARTRIW,X,1190,1255,65,,,,,,,,,,,
6,I,40,ARTRIW,X,1320,1340,20,,,,,,,,,,,
6,I,40,ARTRIW,X,1420,1480,60,,,,,,,,,,,
6,I,40,ARTRIW,X,1655,1670,15,,,,,,,,,,,
6,I,40,ARTRIW,X,1715,1730,15,,,,,,,,,,,
6,I,40,ARTRIW,X,1810,1815,5,,,,,,,,,,,
6,I,40,ARTRIW,X,1875,1885,10,,,,,,,,,,,
6,I,40,ARTRIW,X,1905,1965,60,,,,,,,,,,,
6,I,40,ARTRIW,X,2035,2125,90,,,,,,,,,,,
6,I,40,ARTRIW,X,2230,2260,30,,,,,,,,,,,
6,I,40,ARTRIW,X,2430,2480,50,,,,,,,,,,,
6,I,40,ARTRIW,X,2630,2730,100,,,,,,,,,,,
6,I,40,ARTRIW,X,2820,2870,50,,,,,,,,,,,
6,I,40,ARTRIW,X,3230,3275,45,,,,,,,,,,,
6,I,40,ARTRIW,X,3305,3315,10,,,,,,,,,,,
6,I,40,ARTRIW,X,3500,3510,10,,,,,,,,,,,
6,I,40,ARTRIW,X,3530,3590,60,,,,,,,,,,,
6,I,40,ARTRIW,X,3920,3990,70,,,,,,,,,,,
6,I,40,ARTRIW,X,4660,4735,75,,,,,,,,,,,
6,I,40,ARTRIW,X,4850,4900,50,,,,,,,,,,,
6,I,40,ARTRIW,,620,705,85,,,,,,,,,,,
6,I,40,ARTRIW,,760,785,25,,,,,,,,,,,
6,I,40,ARTRIW,,925,955,30,,,,,,,,,,,
6,I,40,ARTRIW,,1000,1085,85,,,,,,,,,,,
6,I,40,ARTRIW,,1750,1810,60,,,,,,,,,,,
6,I,40,ARTRIW,,2150,2215,65,,,,,,,,,,,
6,I,40,ARTRIW,,2260,2280,20,,,,,,,,,,,
6,I,40,ARTRIW,,2300,2340,40,,,,,,,,,,,
6,I,40,ARTRIW,,3275,3280,5,,,,,,,,,,,
6,I,40,ARTRIW,,3320,3375,55,,,,,,,,,,,
6,I,40,ARTRIW,,3415,3445,30,,,,,,,,,,,
6,I,40,ARTRIW,,3850,3910,60,,,,,,,,,,,
6,I,40,ARTRIW,,4900,4980,80,,,,,,,,,,,
6,I,60,ARTRIW,X,120,130,10,,,,,,,,,,,
6,I,60,ARTRIW,X,1160,1190,30,,,,,,,,,,,
6,I,60,ARTRIW,X,1255,1270,15,,,,,,,,,,,
6,I,60,ARTRIW,X,1805,1825,20,,,,,,,,,,,
6,I,60,ARTRIW,X,1910,1985,75,,,,,,,,,,,
6,I,60,ARTRIW,X,2130,2195,65,,,,,,,,,,,
6,I,60,ARTRIW,X,2315,2345,30,,,,,,,,,,,
6,I,60,ARTRIW,X,2400,2430,30,,,,,,,,,,,
6,I,60,ARTRIW,X,2725,2735,10,,,,,,,,,,,
6,I,60,ARTRIW,X,2830,2870,40,,,,,,,,,,,
6,I,60,ARTRIW,X,2975,3000,25,,,,,,,,,,,
6,I,60,ARTRIW,X,3425,3450,25,,,,,,,,,,,
6,I,60,ARTRIW,X,3540,3555,15,,,,,,,,,,,
6,I,60,ARTRIW,X,3835,4000,165,,,,,,,,,,,
6,I,60,ARTRIW,X,4035,4095,60,,,,,,,,,,,
6,I,60,ARTRIW,X,4120,4200,80,,,,,,,,,,,
6,I,60,ARTRIW,X,4535,4550,15,,,,,,,,,,,
6,I,60,ARTRIW,X,4855,4895,40,,,,,,,,,,,
6,I,60,ARTRIW,X,4950,4960,10,,,,,,,,,,,
6,I,60,ARTRIW,,145,220,75,,,,,,,,,,,
6,I,60,ARTRIW,,530,600,70,,,,,,,,,,,
6,I,60,ARTRIW,,610,675,65,,,,,,,,,,,
6,I,60,ARTRIW,,1140,1160,20,,,,,,,,,,,
6,I,60,ARTRIW,,1190,1250,60,,,,,,,,,,,
6,I,60,ARTRIW,,2540,2625,85,,,,,,,,,,,
6,I,60,ARTRIW,,3195,3200,5,,,,,,,,,,,
6,I,60,ARTRIW,,4550,4580,30,,,,,,,,,,,
6,I,60,ARTRIW,,4800,4835,35,,,,,,,,,,,
6,I,80,ARTRIW,X,110,120,10,,,,,,,,,,,
6,I,80,ARTRIW,X,145,195,50,,,,,,,,,,,
6,I,80,ARTRIW,X,270,315,45,,,,,,,,,,,
6,I,80,ARTRIW,X,400,410,10,,,,,,,,,,,
6,I,80,ARTRIW,X,735,780,45,,,,,,,,,,,
6,I,80,ARTRIW,X,790,810,20,,,,,,,,,,,
6,I,80,ARTRIW,X,900,945,45,,,,,,,,,,,
6,I,80,ARTRIW,X,990,1050,60,,,,,,,,,,,
6,I,80,ARTRIW,X,1190,1230,40,,,,,,,,,,,
6,I,80,ARTRIW,X,1260,1285,25,,,,,,,,,,,
6,I,80,ARTRIW,X,1340,1390,50,,,,,,,,,,,
6,I,80,ARTRIW,X,2190,2230,40,,,,,,,,,,,
6,I,80,ARTRIW,X,2250,2275,25,,,,,,,,,,,
6,I,80,ARTRIW,X,2660,2675,15,,,,,,,,,,,
6,I,80,ARTRIW,X,2790,2880,90,,,,,,,,,,,
6,I,80,ARTRIW,X,2990,3000,10,,,,,,,,,,,
6,I,80,ARTRIW,X,3035,3050,15,,,,,,,,,,,
6,I,80,ARTRIW,X,3260,3310,50,,,,,,,,,,,
6,I,80,ARTRIW,X,3415,3440,25,,,,,,,,,,,
6,I,80,ARTRIW,X,3550,3615,65,,,,,,,,,,,
6,I,80,ARTRIW,X,3680,3700,20,,,,,,,,,,,
6,I,80,ARTRIW,X,3720,3740,20,,,,,,,,,,,
6,I,80,ARTRIW,X,3860,3900,40,,,,,,,,,,,
6,I,80,ARTRIW,X,3950,3965,15,,,,,,,,,,,
6,I,80,ARTRIW,X,4335,4400,65,,,,,,,,,,,
6,I,80,ARTRIW,X,4610,4740,130,,,,,,,,,,,
6,I,80,ARTRIW,X,4960,5000,40,,,,,,,,,,,
6,I,80,ARTRIW,,120,145,25,,,,,,,,,,,
6,I,80,ARTRIW,,570,600,30,,,,,,,,,,,
6,I,80,ARTRIW,,780,790,10,,,,,,,,,,,
6,I,80,ARTRIW,,810,830,20,,,,,,,,,,,
6,I,80,ARTRIW,,1050,1095,45,,,,,,,,,,,
6,I,80,ARTRIW,,1135,1160,25,,,,,,,,,,,
6,I,80,ARTRIW,,2230,2250,20,,,,,,,,,,,
6,I,80,ARTRIW,,2280,2290,10,,,,,,,,,,,
6,I,80,ARTRIW,,2540,2560,20,,,,,,,,,,,
6,I,80,ARTRIW,,3000,3035,35,,,,,,,,,,,
6,I,80,ARTRIW,,3060,3130,70,,,,,,,,,,,
6,I,80,ARTRIW,,4585,4610,25,,,,,,,,,,,
6,I,80,ARTRIW,,4940,4955,15,,,,,,,,,,,
6,I,100,ARTRIW,X,640,675,35,,,,,,,,,,,
6,I,100,ARTRIW,X,960,980,20,,,,,,,,,,,
6,I,100,ARTRIW,X,995,1010,15,,,,,,,,,,,
6,I,100,ARTRIW,X,2000,2045,45,,,,,,,,,,,
6,I,100,ARTRIW,X,2395,2405,10,,,,,,,,,,,
6,I,100,ARTRIW,X,3430,3460,30,,,,,,,,,,,
6,I,100,ARTRIW,X,3670,3675,5,,,,,,,,,,,
6,I,100,ARTRIW,X,3750,3765,15,,,,,,,,,,,
6,I,100,ARTRIW,X,4180,4240,60,,,,,,,,,,,
6,I,100,ARTRIW,X,4280,4285,5,,,,,,,,,,,
6,I,100,ARTRIW,X,4490,4520,30,,,,,,,,,,,
6,I,100,ARTRIW,X,4700,4835,135,,,,,,,,,,,
6,I,100,CHRVIS,X,2880,2900,20,,,,,,,,,,,
6,I,100,ARTRIW,,200,250,50,,,,,,,,,,,
6,I,100,ARTRIW,,980,995,15,,,,,,,,,,,
6,I,100,ARTRIW,,1010,1040,30,,,,,,,,,,,
6,I,100,ARTRIW,,1925,1965,40,,,,,,,,,,,
6,I,100,ARTRIW,,2365,2395,30,,,,,,,,,,,
6,I,100,ARTRIW,,2410,2455,45,,,,,,,,,,,
6,I,100,ARTRIW,,2465,2480,15,,,,,,,,,,,
6,I,100,ARTRIW,,3265,3295,30,,,,,,,,,,,
6,I,100,ARTRIW,,3675,3700,25,,,,,,,,,,,
6,I,100,ARTRIW,,3765,3795,30,,,,,,,,,,,
6,I,100,ARTRIW,,3975,4030,55,,,,,,,,,,,
6,I,100,ARTRIW,,4170,4180,10,,,,,,,,,,,
6,I,100,ARTRIW,,4560,4700,140,,,,,,,,,,,
6,I,100,CHRVIS,,2670,2770,100,,,,,,,,,,,
6,I,100,CHRVIS,,2985,3080,95,,,,,,,,,,,
6,I,100,CHRVIS,,3580,3635,55,,,,,,,,,,,
6,I,100,CHRVIS,,4105,4170,65,,,,,,,,,,,
7,I,0,ARTRIW,X,155,170,15,,,,,,,,,,,
7,I,0,ARTRIW,X,240,250,10,,,,,,,,,,,
7,I,0,ARTRIW,X,690,715,25,,,,,,,,,,,
7,I,0,ARTRIW,X,1110,1140,30,,,,,,,,,,,
7,I,0,ARTRIW,X,1565,1595,30,,,,,,,,,,,
7,I,0,ARTRIW,X,2505,2540,35,,,,,,,,,,,
7,I,0,ARTRIW,X,2595,2605,10,,,,,,,,,,,
7,I,0,ARTRIW,X,2710,2765,55,,,,,,,,,,,
7,I,0,ARTRIW,X,2930,2970,40,,,,,,,,,,,
7,I,0,ARTRIW,X,3540,3550,10,,,,,,,,,,,
7,I,0,ARTRIW,X,4285,4295,10,,,,,,,,,,,
7,I,0,ARTRIW,X,4400,4415,15,,,,,,,,,,,
7,I,0,ARTRIW,X,4540,4575,35,,,,,,,,,,,
7,I,0,ARTRIW,X,4820,4835,15,,,,,,,,,,,
7,I,0,ARTRIW,,120,140,20,,,,,,,,,,,
7,I,0,ARTRIW,,180,200,20,,,,,,,,,,,
7,I,0,ARTRIW,,220,240,20,,,,,,,,,,,
7,I,0,ARTRIW,,445,450,5,,,,,,,,,,,
7,I,0,ARTRIW,,535,580,45,,,,,,,,,,,
7,I,0,ARTRIW,,790,795,5,,,,,,,,,,,
7,I,0,ARTRIW,,820,830,10,,,,,,,,,,,
7,I,0,ARTRIW,,1060,1110,50,,,,,,,,,,,
7,I,0,ARTRIW,,1140,1150,10,,,,,,,,,,,
7,I,0,ARTRIW,,1530,1550,20,,,,,,,,,,,
7,I,0,ARTRIW,,2000,2015,15,,,,,,,,,,,
7,I,0,ARTRIW,,2080,2095,15,,,,,,,,,,,
7,I,0,ARTRIW,,2105,2125,20,,,,,,,,,,,
7,I,0,ARTRIW,,2420,2440,20,,,,,,,,,,,
7,I,0,ARTRIW,,2765,2785,20,,,,,,,,,,,
7,I,0,ARTRIW,,3255,3310,55,,,,,,,,,,,
7,I,0,ARTRIW,,3340,3400,60,,,,,,,,,,,
7,I,0,ARTRIW,,3810,3830,20,,,,,,,,,,,
7,I,0,ARTRIW,,3895,3920,25,,,,,,,,,,,
7,I,0,ARTRIW,,3965,3995,30,,,,,,,,,,,
7,I,0,ARTRIW,,4300,4320,20,,,,,,,,,,,
7,I,0,ARTRIW,,4530,4540,10,,,,,,,,,,,
7,I,0,ARTRIW,,4835,4850,15,,,,,,,,,,,
7,I,0,ARTRIW,,4870,4900,30,,,,,,,,,,,
7,I,0,ARTRIW,,4990,5000,10,,,,,,,,,,,
7,I,0,GRASPI,,3150,3250,100,,,,,,,,,,,
7,I,20,ARTRIW,X,55,70,15,,,,,,,,,,,
7,I,20,ARTRIW,X,1435,1460,25,,,,,,,,,,,
7,I,20,ARTRIW,X,1515,1525,10,,,,,,,,,,,
7,I,20,ARTRIW,X,1595,1605,10,,,,,,,,,,,
7,I,20,ARTRIW,X,1750,1760,10,,,,,,,,,,,
7,I,20,ARTRIW,X,2910,2930,20,,,,,,,,,,,
7,I,20,ARTRIW,X,4335,4350,15,,,,,,,,,,,
7,I,20,ARTRIW,,30,55,25,,,,,,,,,,,
7,I,20,ARTRIW,,70,95,25,,,,,,,,,,,
7,I,20,ARTRIW,,200,210,10,,,,,,,,,,,
7,I,20,ARTRIW,,345,355,10,,,,,,,,,,,
7,I,20,ARTRIW,,545,555,10,,,,,,,,,,,
7,I,20,ARTRIW,,645,675,30,,,,,,,,,,,
7,I,20,ARTRIW,,700,710,10,,,,,,,,,,,
7,I,20,ARTRIW,,795,830,35,,,,,,,,,,,
7,I,20,ARTRIW,,1190,1210,20,,,,,,,,,,,
7,I,20,ARTRIW,,1340,1385,45,,,,,,,,,,,
7,I,20,ARTRIW,,1505,1515,10,,,,,,,,,,,
7,I,20,ARTRIW,,1625,1645,20,,,,,,,,,,,
7,I,20,ARTRIW,,1760,1800,40,,,,,,,,,,,
7,I,20,ARTRIW,,1835,1860,25,,,,,,,,,,,
7,I,20,ARTRIW,,2360,2400,40,,,,,,,,,,,
7,I,20,ARTRIW,,2445,2455,10,,,,,,,,,,,
7,I,20,ARTRIW,,2715,2725,10,,,,,,,,,,,
7,I,20,ARTRIW,,2745,2760,15,,,,,,,,,,,
7,I,20,ARTRIW,,2995,3005,10,,,,,,,,,,,
7,I,20,ARTRIW,,3360,3400,40,,,,,,,,,,,
7,I,20,ARTRIW,,3435,3490,55,,,,,,,,,,,
7,I,20,ARTRIW,,3660,3715,55,,,,,,,,,,,
7,I,20,ARTRIW,,3765,3795,30,,,,,,,,,,,
7,I,20,ARTRIW,,3810,3825,15,,,,,,,,,,,
7,I,20,ARTRIW,,4000,4010,10,,,,,,,,,,,
7,I,20,ARTRIW,,4420,4435,15,,,,,,,,,,,
7,I,20,ARTRIW,,4465,4480,15,,,,,,,,,,,
7,I,20,ARTRIW,,4745,4795,50,,,,,,,,,,,
7,I,20,ARTRIW,,4905,4915,10,,,,,,,,,,,
7,I,40,ARTRIW,X,1365,1380,15,,,,,,,,,,,
7,I,40,ARTRIW,X,2335,2360,25,,,,,,,,,,,
7,I,40,ARTRIW,X,2955,2965,10,,,,,,,,,,,
7,I,40,ARTRIW,X,4305,4310,5,,,,,,,,,,,
7,I,40,ARTRIW,X,4855,4900,45,,,,,,,,,,,
7,I,40,ARTRIW,,35,70,35,,,,,,,,,,,
7,I,40,ARTRIW,,165,230,65,,,,,,,,,,,
7,I,40,ARTRIW,,270,285,15,,,,,,,,,,,
7,I,40,ARTRIW,,295,300,5,,,,,,,,,,,
7,I,40,ARTRIW,,640,660,20,,,,,,,,,,,
7,I,40,ARTRIW,,740,765,25,,,,,,,,,,,
7,I,40,ARTRIW,,890,895,5,,,,,,,,,,,
7,I,40,ARTRIW,,1000,1020,20,,,,,,,,,,,
7,I,40,ARTRIW,,1295,1325,30,,,,,,,,,,,
7,I,40,ARTRIW,,1460,1480,20,,,,,,,,,,,
7,I,40,ARTRIW,,1610,1640,30,,,,,,,,,,,
7,I,40,ARTRIW,,1680,1685,5,,,,,,,,,,,
7,I,40,ARTRIW,,1700,1710,10,,,,,,,,,,,
7,I,40,ARTRIW,,2225,2235,10,,,,,,,,,,,
7,I,40,ARTRIW,,2600,2605,5,,,,,,,,,,,
7,I,40,ARTRIW,,2725,2785,60,,,,,,,,,,,
7,I,40,ARTRIW,,3100,3220,120,,,,,,,,,,,
7,I,40,ARTRIW,,3335,3370,35,,,,,,,,,,,
7,I,40,ARTRIW,,3595,3655,60,,,,,,,,,,,
7,I,40,ARTRIW,,3695,3710,15,,,,,,,,,,,
7,I,40,ARTRIW,,3830,3835,5,,,,,,,,,,,
7,I,40,ARTRIW,,3850,3865,15,,,,,,,,,,,
7,I,40,ARTRIW,,3930,3940,10,,,,,,,,,,,
7,I,40,ARTRIW,,4245,4295,50,,,,,,,,,,,
7,I,40,ARTRIW,,4340,4360,20,,,,,,,,,,,
7,I,40,ARTRIW,,4900,4910,10,,,,,,,,,,,
7,I,60,ARTRIW,X,720,750,30,,,,,,,,,,,
7,I,60,ARTRIW,X,940,960,20,,,,,,,,,,,
7,I,60,ARTRIW,X,1525,1530,5,,,,,,,,,,,
7,I,60,ARTRIW,X,1545,1555,10,,,,,,,,,,,
7,I,60,ARTRIW,X,1615,1670,55,,,,,,,,,,,
7,I,60,ARTRIW,X,2115,2125,10,,,,,,,,,,,
7,I,60,ARTRIW,X,2405,2440,35,,,,,,,,,,,
7,I,60,ARTRIW,X,2900,2920,20,,,,,,,,,,,
7,I,60,ARTRIW,X,3400,3435,35,,,,,,,,,,,
7,I,60,ARTRIW,X,3685,3695,10,,,,,,,,,,,
7,I,60,ARTRIW,X,4255,4265,10,,,,,,,,,,,
7,I,60,ARTRIW,X,4280,4290,10,,,,,,,,,,,
7,I,60,ARTRIW,X,4510,4535,25,,,,,,,,,,,
7,I,60,ARTRIW,,35,55,20,,,,,,,,,,,
7,I,60,ARTRIW,,395,430,35,,,,,,,,,,,
7,I,60,ARTRIW,,695,720,25,,,,,,,,,,,
7,I,60,ARTRIW,,1390,1415,25,,,,,,,,,,,
7,I,60,ARTRIW,,1750,1760,10,,,,,,,,,,,
7,I,60,ARTRIW,,1890,1900,10,,,,,,,,,,,
7,I,60,ARTRIW,,1910,1935,25,,,,,,,,,,,
7,I,60,ARTRIW,,2125,2145,20,,,,,,,,,,,
7,I,60,ARTRIW,,2310,2350,40,,,,,,,,,,,
7,I,60,ARTRIW,,2690,2730,40,,,,,,,,,,,
7,I,60,ARTRIW,,3045,3115,70,,,,,,,,,,,
7,I,60,ARTRIW,,3360,3395,35,,,,,,,,,,,
7,I,60,ARTRIW,,3440,3500,60,,,,,,,,,,,
7,I,60,ARTRIW,,3610,3675,65,,,,,,,,,,,
7,I,60,ARTRIW,,3930,3955,25,,,,,,,,,,,
7,I,60,ARTRIW,,4230,4240,10,,,,,,,,,,,
7,I,60,ARTRIW,,4265,4275,10,,,,,,,,,,,
7,I,60,ARTRIW,,4345,4360,15,,,,,,,,,,,
7,I,60,ARTRIW,,4490,4505,15,,,,,,,,,,,
7,I,60,ARTRIW,,4535,4540,5,,,,,,,,,,,
7,I,60,ARTRIW,,4800,4815,15,,,,,,,,,,,
7,I,60,ARTRIW,,4860,4875,15,,,,,,,,,,,
7,I,60,GRASPI,,4910,5000,90,,,,,,,,,,,
7,I,80,ARTRIW,X,35,45,10,,,,,,,,,,,
7,I,80,ARTRIW,X,190,210,20,,,,,,,,,,,
7,I,80,ARTRIW,X,605,655,50,,,,,,,,,,,
7,I,80,ARTRIW,X,680,725,45,,,,,,,,,,,
